#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151647228
#Date Time: 2024-04-18 17:48:33.951
#Sample rate: 1.6e+06Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 1 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Math 1: Function: C1 - C2

#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 2.5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (V)
-0.0018814453125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0018808203125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0018801953125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0018795703125,2.455894465377265,2.014242846790025,0.4416516185872403
-0.0018789453125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0018783203125,2.455894465377265,2.014242846790025,0.4416516185872403
-0.0018776953125,2.466335146398853,2.014242846790025,0.4520922996088284
-0.0018770703125,2.455894465377265,2.014242846790025,0.4416516185872403
-0.0018764453125,2.466335146398853,2.014242846790025,0.4520922996088284
-0.0018758203125,2.466335146398853,2.014242846790025,0.4520922996088284
-0.0018751953125,2.466335146398853,2.025943712668396,0.4403914337304573
-0.0018745703125,2.466335146398853,2.025943712668396,0.4403914337304573
-0.0018739453125,2.476775827420441,2.025943712668396,0.4508321147520453
-0.0018733203125,2.476775827420441,2.025943712668396,0.4508321147520453
-0.0018726953125,2.476775827420441,2.025943712668396,0.4508321147520453
-0.0018720703125,2.476775827420441,2.025943712668396,0.4508321147520453
-0.0018714453125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0018708203125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0018701953125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0018695703125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0018689453125,2.497657189463617,2.037644578546767,0.4600126109168503
-0.0018683203125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0018676953125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0018670703125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018664453125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018658203125,2.497657189463617,2.037644578546767,0.4600126109168503
-0.0018651953125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018645703125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018639453125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018633203125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018626953125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018620703125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0018614453125,2.508097870485205,2.049345444425138,0.4587524260600673
-0.0018608203125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0018601953125,2.508097870485205,2.049345444425138,0.4587524260600673
-0.0018595703125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0018589453125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0018583203125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0018576953125,2.528979232528381,2.061046310303508,0.4679329222248723
-0.0018570703125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018564453125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0018558203125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0018551953125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018545703125,2.528979232528381,2.061046310303508,0.4679329222248723
-0.0018539453125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018533203125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018526953125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018520703125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018514453125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018508203125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018501953125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018495703125,2.539419913549969,2.08444804206025,0.4549718714897182
-0.0018489453125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018483203125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018476953125,2.539419913549969,2.08444804206025,0.4549718714897182
-0.0018470703125,2.539419913549969,2.08444804206025,0.4549718714897182
-0.0018464453125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018458203125,2.549860594571557,2.096148907938622,0.4537116866329352
-0.0018451953125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018445703125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018439453125,2.549860594571557,2.096148907938622,0.4537116866329352
-0.0018433203125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018426953125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018420703125,2.549860594571557,2.096148907938622,0.4537116866329352
-0.0018414453125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018408203125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018401953125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018395703125,2.570741956614733,2.096148907938622,0.4745930486761112
-0.0018389453125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018383203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018376953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018370703125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018364453125,2.58118263763632,2.107849773816993,0.4733328638193277
-0.0018358203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018351953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018345703125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018339453125,2.570741956614733,2.096148907938622,0.4745930486761112
-0.0018333203125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018326953125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018320703125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018314453125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018308203125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018301953125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018295703125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018289453125,2.539419913549969,2.08444804206025,0.4549718714897182
-0.0018283203125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018276953125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018270703125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018264453125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018258203125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018251953125,2.549860594571557,2.096148907938622,0.4537116866329352
-0.0018245703125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018239453125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018233203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018226953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018220703125,2.560301275593145,2.107849773816993,0.4524515017761521
-0.0018214453125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018208203125,2.58118263763632,2.107849773816993,0.4733328638193277
-0.0018201953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018195703125,2.58118263763632,2.107849773816993,0.4733328638193277
-0.0018189453125,2.58118263763632,2.119550639695364,0.4616319979409567
-0.0018183203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018176953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018170703125,2.58118263763632,2.107849773816993,0.4733328638193277
-0.0018164453125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018158203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018151953125,2.58118263763632,2.107849773816993,0.4733328638193277
-0.0018145703125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018139453125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018133203125,2.58118263763632,2.107849773816993,0.4733328638193277
-0.0018126953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018120703125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018114453125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018108203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018101953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018095703125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018089453125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018083203125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018076953125,2.570741956614733,2.107849773816993,0.4628921827977401
-0.0018070703125,2.560301275593145,2.107849773816993,0.4524515017761521
-0.0018064453125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018058203125,2.560301275593145,2.096148907938622,0.4641523676545232
-0.0018051953125,2.549860594571557,2.096148907938622,0.4537116866329352
-0.0018045703125,2.549860594571557,2.096148907938622,0.4537116866329352
-0.0018039453125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018033203125,2.549860594571557,2.08444804206025,0.4654125525113062
-0.0018026953125,2.539419913549969,2.08444804206025,0.4549718714897182
-0.0018020703125,2.539419913549969,2.072747176181879,0.4666727373680892
-0.0018014453125,2.528979232528381,2.08444804206025,0.4445311904681302
-0.0018008203125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0018001953125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0017995703125,2.528979232528381,2.072747176181879,0.4562320563465012
-0.0017989453125,2.518538551506793,2.072747176181879,0.4457913753249132
-0.0017983203125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0017976953125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0017970703125,2.508097870485205,2.061046310303508,0.4470515601816967
-0.0017964453125,2.518538551506793,2.061046310303508,0.4574922412032842
-0.0017958203125,2.508097870485205,2.049345444425138,0.4587524260600673
-0.0017951953125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017945703125,2.508097870485205,2.049345444425138,0.4587524260600673
-0.0017939453125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017933203125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017926953125,2.508097870485205,2.049345444425138,0.4587524260600673
-0.0017920703125,2.497657189463617,2.037644578546767,0.4600126109168503
-0.0017914453125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0017908203125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017901953125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017895703125,2.476775827420441,2.025943712668396,0.4508321147520453
-0.0017889453125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0017883203125,2.497657189463617,2.037644578546767,0.4600126109168503
-0.0017876953125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0017870703125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017864453125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017858203125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0017851953125,2.497657189463617,2.049345444425138,0.4483117450384793
-0.0017845703125,2.487216508442029,2.037644578546767,0.4495719298952623
-0.0017839453125,2.476775827420441,2.037644578546767,0.4391312488736743
-0.0017833203125,2.476775827420441,2.037644578546767,0.4391312488736743
-0.0017826953125,2.476775827420441,2.037644578546767,0.4391312488736743
-0.0017820703125,2.466335146398853,2.025943712668396,0.4403914337304573
-0.0017814453125,2.466335146398853,2.014242846790025,0.4520922996088284
-0.0017808203125,2.466335146398853,2.014242846790025,0.4520922996088284
-0.0017801953125,2.455894465377265,2.014242846790025,0.4416516185872403
-0.0017795703125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0017789453125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0017783203125,2.445453784355677,2.002541980911654,0.4429118034440238
-0.0017776953125,2.435013103334089,1.990841115033283,0.4441719883008068
-0.0017770703125,2.435013103334089,2.002541980911654,0.4324711224224358
-0.0017764453125,2.435013103334089,2.002541980911654,0.4324711224224358
-0.0017758203125,2.424572422312501,1.990841115033283,0.4337313072792188
-0.0017751953125,2.435013103334089,2.002541980911654,0.4324711224224358
-0.0017745703125,2.435013103334089,1.990841115033283,0.4441719883008068
-0.0017739453125,2.424572422312501,1.990841115033283,0.4337313072792188
-0.0017733203125,2.424572422312501,1.990841115033283,0.4337313072792188
-0.0017726953125,2.424572422312501,1.990841115033283,0.4337313072792188
-0.0017720703125,2.414131741290913,1.979140249154912,0.4349914921360016
-0.0017714453125,2.414131741290913,1.979140249154912,0.4349914921360016
-0.0017708203125,2.403691060269325,1.967439383276541,0.4362516769927847
-0.0017701953125,2.393250379247737,1.967439383276541,0.4258109959711966
-0.0017695703125,2.393250379247737,1.967439383276541,0.4258109959711966
-0.0017689453125,2.393250379247737,1.95573851739817,0.4375118618495677
-0.0017683203125,2.393250379247737,1.95573851739817,0.4375118618495677
-0.0017676953125,2.393250379247737,1.95573851739817,0.4375118618495677
-0.0017670703125,2.38280969822615,1.95573851739817,0.4270711808279801
-0.0017664453125,2.393250379247737,1.95573851739817,0.4375118618495677
-0.0017658203125,2.393250379247737,1.967439383276541,0.4258109959711966
-0.0017651953125,2.38280969822615,1.95573851739817,0.4270711808279801
-0.0017645703125,2.38280969822615,1.95573851739817,0.4270711808279801
-0.0017639453125,2.393250379247737,1.95573851739817,0.4375118618495677
-0.0017633203125,2.38280969822615,1.944037651519799,0.4387720467063509
-0.0017626953125,2.38280969822615,1.95573851739817,0.4270711808279801
-0.0017620703125,2.38280969822615,1.95573851739817,0.4270711808279801
-0.0017614453125,2.372369017204562,1.944037651519799,0.4283313656847629
-0.0017608203125,2.372369017204562,1.944037651519799,0.4283313656847629
-0.0017601953125,2.361928336182974,1.944037651519799,0.4178906846631749
-0.0017595703125,2.361928336182974,1.932336785641428,0.429591550541546
-0.0017589453125,2.351487655161386,1.932336785641428,0.4191508695199579
-0.0017583203125,2.351487655161386,1.932336785641428,0.4191508695199579
-0.0017576953125,2.341046974139798,1.920635919763057,0.420411054376741
-0.0017570703125,2.341046974139798,1.908935053884686,0.432111920255112
-0.0017564453125,2.33060629311821,1.920635919763057,0.409970373355153
-0.0017558203125,2.320165612096622,1.908935053884686,0.4112305582119364
-0.0017551953125,2.320165612096622,1.897234188006315,0.4229314240903073
-0.0017545703125,2.320165612096622,1.897234188006315,0.4229314240903073
-0.0017539453125,2.320165612096622,1.908935053884686,0.4112305582119364
-0.0017533203125,2.309724931075034,1.897234188006315,0.4124907430687192
-0.0017526953125,2.309724931075034,1.897234188006315,0.4124907430687192
-0.0017520703125,2.309724931075034,1.897234188006315,0.4124907430687192
-0.0017514453125,2.288843569031858,1.873832456249573,0.4150111127822853
-0.0017508203125,2.288843569031858,1.885533322127944,0.4033102469039143
-0.0017501953125,2.27840288801027,1.873832456249573,0.4045704317606973
-0.0017495703125,2.27840288801027,1.862131590371202,0.4162712976390681
-0.0017489453125,2.267962206988682,1.862131590371202,0.4058306166174801
-0.0017483203125,2.27840288801027,1.862131590371202,0.4162712976390681
-0.0017476953125,2.257521525967094,1.850430724492831,0.4070908014742636
-0.0017470703125,2.257521525967094,1.850430724492831,0.4070908014742636
-0.0017464453125,2.247080844945506,1.83872985861446,0.4083509863310466
-0.0017458203125,2.236640163923918,1.83872985861446,0.3979103053094586
-0.0017451953125,2.22619948290233,1.827028992736089,0.3991704901662416
-0.0017445703125,2.236640163923918,1.827028992736089,0.4096111711878296
-0.0017439453125,2.22619948290233,1.827028992736089,0.3991704901662416
-0.0017433203125,2.22619948290233,1.827028992736089,0.3991704901662416
-0.0017426953125,2.22619948290233,1.815328126857718,0.4108713560446124
-0.0017420703125,2.215758801880742,1.815328126857718,0.4004306750230244
-0.0017414453125,2.205318120859154,1.815328126857718,0.3899899940014364
-0.0017408203125,2.215758801880742,1.815328126857718,0.4004306750230244
-0.0017401953125,2.205318120859154,1.803627260979347,0.4016908598798075
-0.0017395703125,2.205318120859154,1.803627260979347,0.4016908598798075
-0.0017389453125,2.194877439837567,1.803627260979347,0.3912501788582199
-0.0017383203125,2.194877439837567,1.803627260979347,0.3912501788582199
-0.0017376953125,2.184436758815979,1.791926395100976,0.3925103637150029
-0.0017370703125,2.184436758815979,1.791926395100976,0.3925103637150029
-0.0017364453125,2.173996077794391,1.791926395100976,0.3820696826934149
-0.0017358203125,2.173996077794391,1.780225529222605,0.3937705485717857
-0.0017351953125,2.163555396772803,1.780225529222605,0.3833298675501977
-0.0017345703125,2.153114715751215,1.768524663344234,0.3845900524069807
-0.0017339453125,2.142674034729627,1.768524663344234,0.3741493713853927
-0.0017333203125,2.142674034729627,1.756823797465863,0.3858502372637638
-0.0017326953125,2.132233353708039,1.745122931587492,0.3871104221205472
-0.0017320703125,2.132233353708039,1.745122931587492,0.3871104221205472
-0.0017314453125,2.121792672686451,1.745122931587492,0.3766697410989592
-0.0017308203125,2.111351991664863,1.733422065709121,0.377929925955742
-0.0017301953125,2.100911310643275,1.72172119983075,0.3791901108125251
-0.0017295703125,2.111351991664863,1.733422065709121,0.377929925955742
-0.0017289453125,2.100911310643275,1.72172119983075,0.3791901108125251
-0.0017283203125,2.090470629621687,1.72172119983075,0.3687494297909371
-0.0017276953125,2.080029948600099,1.710020333952379,0.3700096146477201
-0.0017270703125,2.080029948600099,1.698319468074008,0.3817104805260909
-0.0017264453125,2.069589267578511,1.698319468074008,0.3712697995045033
-0.0017258203125,2.059148586556923,1.686618602195637,0.3725299843612864
-0.0017251953125,2.048707905535335,1.674917736317266,0.3737901692180694
-0.0017245703125,2.038267224513747,1.674917736317266,0.3633494881964814
-0.0017239453125,2.048707905535335,1.674917736317266,0.3737901692180694
-0.0017233203125,2.027826543492159,1.663216870438895,0.3646096730532644
-0.0017226953125,2.027826543492159,1.663216870438895,0.3646096730532644
-0.0017220703125,2.027826543492159,1.663216870438895,0.3646096730532644
-0.0017214453125,2.006945181448983,1.651516004560524,0.3554291768884592
-0.0017208203125,2.006945181448983,1.639815138682153,0.3671300427668303
-0.0017201953125,2.006945181448983,1.651516004560524,0.3554291768884592
-0.0017195703125,1.996504500427396,1.639815138682153,0.3566893617452427
-0.0017189453125,1.996504500427396,1.628114272803782,0.3683902276236137
-0.0017183203125,1.996504500427396,1.639815138682153,0.3566893617452427
-0.0017176953125,1.986063819405808,1.628114272803782,0.3579495466020259
-0.0017170703125,1.97562313838422,1.616413406925411,0.359209731458809
-0.0017164453125,1.97562313838422,1.628114272803782,0.3475088655804379
-0.0017158203125,1.97562313838422,1.616413406925411,0.359209731458809
-0.0017151953125,1.965182457362632,1.616413406925411,0.348769050437221
-0.0017145703125,1.965182457362632,1.616413406925411,0.348769050437221
-0.0017139453125,1.965182457362632,1.60471254104704,0.3604699163155918
-0.0017133203125,1.944301095319456,1.593011675168669,0.351289420150787
-0.0017126953125,1.944301095319456,1.593011675168669,0.351289420150787
-0.0017120703125,1.944301095319456,1.593011675168669,0.351289420150787
-0.0017114453125,1.92341973327628,1.581310809290298,0.3421089239859822
-0.0017108203125,1.92341973327628,1.581310809290298,0.3421089239859822
-0.0017101953125,1.912979052254692,1.569609943411927,0.3433691088427651
-0.0017095703125,1.902538371233104,1.557909077533556,0.3446292936995481
-0.0017089453125,1.892097690211517,1.557909077533556,0.3341886126779603
-0.0017083203125,1.892097690211517,1.546208211655185,0.3458894785563313
-0.0017076953125,1.881657009189929,1.546208211655185,0.3354487975347433
-0.0017070703125,1.87121632816834,1.534507345776814,0.3367089823915264
-0.0017064453125,1.87121632816834,1.534507345776814,0.3367089823915264
-0.0017058203125,1.860775647146753,1.522806479898443,0.3379691672483094
-0.0017051953125,1.850334966125165,1.511105614020072,0.3392293521050924
-0.0017045703125,1.850334966125165,1.511105614020072,0.3392293521050924
-0.0017039453125,1.839894285103577,1.499404748141701,0.3404895369618754
-0.0017033203125,1.829453604081989,1.499404748141701,0.3300488559402877
-0.0017026953125,1.829453604081989,1.499404748141701,0.3300488559402877
-0.0017020703125,1.819012923060401,1.48770388226333,0.3313090407970705
-0.0017014453125,1.819012923060401,1.48770388226333,0.3313090407970705
-0.0017008203125,1.808572242038813,1.476003016384959,0.3325692256538535
-0.0017001953125,1.798131561017225,1.464302150506588,0.3338294105106367
-0.0016995703125,1.787690879995637,1.464302150506588,0.3233887294890487
-0.0016989453125,1.787690879995637,1.452601284628217,0.3350895953674198
-0.0016983203125,1.777250198974049,1.452601284628217,0.3246489143458318
-0.0016976953125,1.777250198974049,1.452601284628217,0.3246489143458318
-0.0016970703125,1.766809517952461,1.440900418749846,0.3259090992026148
-0.0016964453125,1.756368836930873,1.429199552871475,0.3271692840593978
-0.0016958203125,1.745928155909285,1.429199552871475,0.3167286030378098
-0.0016951953125,1.745928155909285,1.429199552871475,0.3167286030378098
-0.0016945703125,1.735487474887697,1.417498686993104,0.3179887878945931
-0.0016939453125,1.725046793866109,1.417498686993104,0.307548106873005
-0.0016933203125,1.725046793866109,1.405797821114734,0.3192489727513759
-0.0016926953125,1.714606112844521,1.405797821114734,0.3088082917297879
-0.0016920703125,1.704165431822934,1.394096955236362,0.3100684765865711
-0.0016914453125,1.704165431822934,1.394096955236362,0.3100684765865711
-0.0016908203125,1.693724750801346,1.382396089357991,0.3113286614433541
-0.0016901953125,1.683284069779758,1.382396089357991,0.3008879804217661
-0.0016895703125,1.683284069779758,1.382396089357991,0.3008879804217661
-0.0016889453125,1.67284338875817,1.37069522347962,0.3021481652785494
-0.0016883203125,1.662402707736582,1.35899435760125,0.3034083501353322
-0.0016876953125,1.662402707736582,1.35899435760125,0.3034083501353322
-0.0016870703125,1.651962026714994,1.347293491722878,0.3046685349921152
-0.0016864453125,1.641521345693406,1.335592625844507,0.3059287198488982
-0.0016858203125,1.641521345693406,1.347293491722878,0.2942278539705272
-0.0016851953125,1.631080664671818,1.335592625844507,0.2954880388273105
-0.0016845703125,1.610199302628642,1.323891759966136,0.2863075426625055
-0.0016839453125,1.62063998365023,1.323891759966136,0.2967482236840935
-0.0016833203125,1.610199302628642,1.312190894087766,0.2980084085408763
-0.0016826953125,1.589317940585466,1.300490028209395,0.2888279123760715
-0.0016820703125,1.589317940585466,1.300490028209395,0.2888279123760715
-0.0016814453125,1.589317940585466,1.288789162331023,0.3005287782544426
-0.0016808203125,1.56843657854229,1.288789162331023,0.2796474162112668
-0.0016801953125,1.56843657854229,1.288789162331023,0.2796474162112668
-0.0016795703125,1.56843657854229,1.277088296452653,0.2913482820896376
-0.0016789453125,1.547555216499114,1.265387430574282,0.2821677859248326
-0.0016783203125,1.557995897520702,1.265387430574282,0.2926084669464206
-0.0016776953125,1.547555216499114,1.253686564695911,0.2938686518032037
-0.0016770703125,1.526673854455938,1.253686564695911,0.2729872897600278
-0.0016764453125,1.526673854455938,1.24198569881754,0.2846881556383989
-0.0016758203125,1.51623317343435,1.230284832939169,0.2859483404951817
-0.0016751953125,1.495351811391175,1.230284832939169,0.2650669784520059
-0.0016745703125,1.495351811391175,1.218583967060798,0.2767678443303769
-0.0016739453125,1.484911130369587,1.206883101182427,0.27802802918716
-0.0016733203125,1.474470449347999,1.195182235304056,0.279288214043943
-0.0016726953125,1.464029768326411,1.195182235304056,0.268847533022355
-0.0016720703125,1.453589087304823,1.195182235304056,0.258406852000767
-0.0016714453125,1.443148406283235,1.183481369425685,0.2596670368575502
-0.0016708203125,1.432707725261647,1.171780503547314,0.2609272217143332
-0.0016701953125,1.432707725261647,1.171780503547314,0.2609272217143332
-0.0016695703125,1.422267044240059,1.160079637668943,0.2621874065711163
-0.0016689453125,1.422267044240059,1.160079637668943,0.2621874065711163
-0.0016683203125,1.411826363218471,1.160079637668943,0.2517467255495285
-0.0016676953125,1.401385682196883,1.148378771790572,0.2530069104063113
-0.0016670703125,1.401385682196883,1.148378771790572,0.2530069104063113
-0.0016664453125,1.401385682196883,1.148378771790572,0.2530069104063113
-0.0016658203125,1.380504320153707,1.136677905912201,0.2438264142415065
-0.0016651953125,1.370063639132119,1.12497704003383,0.2450865990982896
-0.0016645703125,1.359622958110531,1.113276174155459,0.2463467839550724
-0.0016639453125,1.349182277088943,1.113276174155459,0.2359061029334846
-0.0016633203125,1.338741596067355,1.113276174155459,0.2254654219118966
-0.0016626953125,1.338741596067355,1.089874442398717,0.2488671536686387
-0.0016620703125,1.31786023402418,1.078173576520346,0.2396866575038339
-0.0016614453125,1.307419553002592,1.078173576520346,0.2292459764822459
-0.0016608203125,1.296978871981004,1.066472710641975,0.2305061613390287
-0.0016601953125,1.286538190959416,1.054771844763604,0.2317663461958119
-0.0016595703125,1.276097509937828,1.043070978885233,0.233026531052595
-0.0016589453125,1.26565682891624,1.043070978885233,0.2225858500310069
-0.0016583203125,1.26565682891624,1.031370113006862,0.2342867159093778
-0.0016576953125,1.255216147894652,1.031370113006862,0.22384603488779
-0.0016570703125,1.255216147894652,1.031370113006862,0.22384603488779
-0.0016564453125,1.244775466873064,1.019669247128491,0.225106219744573
-0.0016558203125,1.234334785851476,1.00796838125012,0.226366404601356
-0.0016551953125,1.234334785851476,1.00796838125012,0.226366404601356
-0.0016545703125,1.2134534238083,0.996267515371749,0.2171859084365512
-0.0016539453125,1.203012742786712,0.9845666494933779,0.2184460932933342
-0.0016533203125,1.2134534238083,0.996267515371749,0.2171859084365512
-0.0016526953125,1.192572061765124,0.972865783615007,0.2197062781501173
-0.0016520703125,1.182131380743536,0.972865783615007,0.2092655971285293
-0.0016514453125,1.182131380743536,0.972865783615007,0.2092655971285293
-0.0016508203125,1.171690699721948,0.9611649177366359,0.2105257819853124
-0.0016501953125,1.16125001870036,0.949464051858265,0.2117859668420955
-0.0016495703125,1.150809337678772,0.949464051858265,0.2013452858205075
-0.0016489453125,1.140368656657184,0.9377631859798941,0.2026054706772904
-0.0016483203125,1.129927975635597,0.926062320101523,0.2038656555340737
-0.0016476953125,1.129927975635597,0.926062320101523,0.2038656555340737
-0.0016470703125,1.119487294614009,0.9143614542231521,0.2051258403908566
-0.0016464453125,1.098605932570833,0.902660588344781,0.1959453442260518
-0.0016458203125,1.098605932570833,0.902660588344781,0.1959453442260518
-0.0016451953125,1.088165251549245,0.8909597224664101,0.1972055290828347
-0.0016445703125,1.077724570527657,0.879258856588039,0.1984657139396178
-0.0016439453125,1.067283889506069,0.879258856588039,0.18802503291803
-0.0016433203125,1.067283889506069,0.879258856588039,0.18802503291803
-0.0016426953125,1.046402527462893,0.8558571248312972,0.1905454026315958
-0.0016420703125,1.046402527462893,0.8558571248312972,0.1905454026315958
-0.0016414453125,1.035961846441305,0.8441562589529261,0.1918055874883791
-0.0016408203125,1.015080484398129,0.8324553930745552,0.182625091323574
-0.0016401953125,1.015080484398129,0.8324553930745552,0.182625091323574
-0.0016395703125,1.004639803376541,0.8090536613178132,0.1955861420587279
-0.0016389453125,0.9837584413333653,0.8090536613178132,0.1747047800155521
-0.0016383203125,0.9733177603117774,0.7973527954394422,0.1759649648723353
-0.0016376953125,0.9733177603117774,0.7973527954394422,0.1759649648723353
-0.0016370703125,0.9628770792901895,0.7856519295610712,0.1772251497291183
-0.0016364453125,0.9524363982686015,0.7739510636827002,0.1784853345859013
-0.0016358203125,0.9419957172470136,0.7739510636827002,0.1680446535643134
-0.0016351953125,0.9419957172470136,0.7622501978043292,0.1797455194426844
-0.0016345703125,0.9315550362254257,0.7622501978043292,0.1693048384210964
-0.0016339453125,0.9315550362254257,0.7622501978043292,0.1693048384210964
-0.0016333203125,0.9211143552038377,0.7505493319259583,0.1705650232778794
-0.0016326953125,0.9106736741822498,0.7388484660475872,0.1718252081346625
-0.0016320703125,0.9002329931606619,0.7388484660475872,0.1613845271130746
