#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B6A6
#Date Time: 2024-05-23 17:46:07.209
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 500 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V
#Channel 2: Range: 500 mV/div Offset: 0 V
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 50 Hz
#Amplitude: 500 mV
#Offset: 500 mV
#Symmetry: 50 %
#Phase: 0 ¡Æ

Time (s),Channel 1 (V),Channel 2 (V)
-0.0155829,0.989528,0.952314
-0.0155767,0.989528,0.952314
-0.0155704,0.994361,0.952314
-0.0155642,0.989528,0.952314
-0.0155579,0.989528,0.952314
-0.0155517,0.994361,0.957116
-0.0155454,0.989528,0.952314
-0.0155392,0.989528,0.952314
-0.0155329,0.994361,0.957116
-0.0155267,0.989528,0.952314
-0.0155204,0.994361,0.957116
-0.0155142,0.989528,0.957116
-0.0155079,0.989528,0.957116
-0.0155017,0.994361,0.957116
-0.0154954,0.994361,0.957116
-0.0154892,0.989528,0.957116
-0.0154829,0.989528,0.957116
-0.0154767,0.989528,0.957116
-0.0154704,0.989528,0.957116
-0.0154642,0.989528,0.957116
-0.0154579,0.989528,0.957116
-0.0154517,0.989528,0.957116
-0.0154454,0.989528,0.957116
-0.0154392,0.989528,0.957116
-0.0154329,0.994361,0.957116
-0.0154267,0.994361,0.961918
-0.0154204,0.989528,0.957116
-0.0154142,0.994361,0.957116
-0.0154079,0.994361,0.957116
-0.0154017,0.989528,0.957116
-0.0153954,0.989528,0.957116
-0.0153892,0.989528,0.957116
-0.0153829,0.989528,0.961918
-0.0153767,0.994361,0.961918
-0.0153704,0.989528,0.957116
-0.0153642,0.989528,0.957116
-0.0153579,0.989528,0.957116
-0.0153517,0.989528,0.957116
-0.0153454,0.994361,0.961918
-0.0153392,0.994361,0.961918
-0.0153329,0.989528,0.961918
-0.0153267,0.994361,0.961918
-0.0153204,0.989528,0.961918
-0.0153142,0.989528,0.957116
-0.0153079,0.989528,0.961918
-0.0153017,0.994361,0.961918
-0.0152954,0.989528,0.961918
-0.0152892,0.994361,0.961918
-0.0152829,0.994361,0.961918
-0.0152767,0.989528,0.961918
-0.0152704,0.994361,0.961918
-0.0152642,0.994361,0.961918
-0.0152579,0.989528,0.961918
-0.0152517,0.994361,0.961918
-0.0152454,0.994361,0.961918
-0.0152392,0.989528,0.961918
-0.0152329,0.994361,0.961918
-0.0152267,0.989528,0.961918
-0.0152204,0.989528,0.961918
-0.0152142,0.994361,0.961918
-0.0152079,0.989528,0.961918
-0.0152017,0.989528,0.961918
-0.0151954,0.989528,0.961918
-0.0151892,0.989528,0.961918
-0.0151829,0.989528,0.961918
-0.0151767,0.994361,0.96672
-0.0151704,0.989528,0.96672
-0.0151642,0.989528,0.96672
-0.0151579,0.994361,0.96672
-0.0151517,0.989528,0.96672
-0.0151454,0.994361,0.96672
-0.0151392,0.989528,0.961918
-0.0151329,0.989528,0.961918
-0.0151267,0.994361,0.96672
-0.0151204,0.989528,0.96672
-0.0151142,0.994361,0.96672
-0.0151079,0.994361,0.96672
-0.0151017,0.989528,0.961918
-0.0150954,0.989528,0.96672
-0.0150892,0.994361,0.96672
-0.0150829,0.994361,0.96672
-0.0150767,0.994361,0.96672
-0.0150704,0.994361,0.96672
-0.0150642,0.989528,0.96672
-0.0150579,0.989528,0.96672
-0.0150517,0.989528,0.96672
-0.0150454,0.989528,0.96672
-0.0150392,0.994361,0.96672
-0.0150329,0.994361,0.96672
-0.0150267,0.989528,0.96672
-0.0150204,0.989528,0.96672
-0.0150142,0.994361,0.96672
-0.0150079,0.989528,0.96672
-0.0150017,0.994361,0.971523
-0.0149954,0.994361,0.96672
-0.0149892,0.989528,0.96672
-0.0149829,0.989528,0.96672
-0.0149767,0.989528,0.96672
-0.0149704,0.989528,0.96672
-0.0149642,0.994361,0.971523
-0.0149579,0.989528,0.971523
-0.0149517,0.994361,0.971523
-0.0149454,0.994361,0.971523
-0.0149392,0.989528,0.96672
-0.0149329,0.989528,0.96672
-0.0149267,0.994361,0.971523
-0.0149204,0.989528,0.971523
-0.0149142,0.994361,0.971523
-0.0149079,0.989528,0.971523
-0.0149017,0.989528,0.971523
-0.0148954,0.994361,0.971523
-0.0148892,0.989528,0.971523
-0.0148829,0.989528,0.971523
-0.0148767,0.994361,0.971523
-0.0148704,0.994361,0.971523
-0.0148642,0.989528,0.971523
-0.0148579,0.989528,0.971523
-0.0148517,0.994361,0.971523
-0.0148454,0.994361,0.971523
-0.0148392,0.994361,0.971523
-0.0148329,0.989528,0.971523
-0.0148267,0.989528,0.971523
-0.0148204,0.989528,0.971523
-0.0148142,0.989528,0.971523
-0.0148079,0.989528,0.971523
-0.0148017,0.989528,0.971523
-0.0147954,0.989528,0.971523
-0.0147892,0.994361,0.971523
-0.0147829,0.994361,0.976325
-0.0147767,0.989528,0.971523
-0.0147704,0.989528,0.971523
-0.0147642,0.994361,0.971523
-0.0147579,0.989528,0.971523
-0.0147517,0.989528,0.971523
-0.0147454,0.994361,0.971523
-0.0147392,0.989528,0.971523
-0.0147329,0.989528,0.971523
-0.0147267,0.989528,0.971523
-0.0147204,0.989528,0.971523
-0.0147142,0.994361,0.976325
-0.0147079,0.989528,0.971523
-0.0147017,0.994361,0.971523
-0.0146954,0.994361,0.976325
-0.0146892,0.994361,0.976325
-0.0146829,0.989528,0.971523
-0.0146767,0.994361,0.976325
-0.0146704,0.989528,0.971523
-0.0146642,0.994361,0.976325
-0.0146579,0.989528,0.971523
-0.0146517,0.989528,0.976325
-0.0146454,0.994361,0.976325
-0.0146392,0.994361,0.976325
-0.0146329,0.989528,0.971523
-0.0146267,0.994361,0.976325
-0.0146204,0.989528,0.976325
-0.0146142,0.989528,0.976325
-0.0146079,0.994361,0.976325
-0.0146017,0.994361,0.976325
-0.0145954,0.989528,0.976325
-0.0145892,0.989528,0.976325
-0.0145829,0.989528,0.976325
-0.0145767,0.989528,0.976325
-0.0145704,0.994361,0.976325
-0.0145642,0.989528,0.976325
-0.0145579,0.994361,0.976325
-0.0145517,0.994361,0.976325
-0.0145454,0.994361,0.976325
-0.0145392,0.994361,0.976325
-0.0145329,0.989528,0.976325
-0.0145267,0.989528,0.976325
-0.0145204,0.994361,0.976325
-0.0145142,0.994361,0.976325
-0.0145079,0.989528,0.976325
-0.0145017,0.994361,0.976325
-0.0144954,0.989528,0.976325
-0.0144892,0.994361,0.976325
-0.0144829,0.994361,0.976325
-0.0144767,0.989528,0.976325
-0.0144704,0.994361,0.976325
-0.0144642,0.994361,0.976325
-0.0144579,0.989528,0.976325
-0.0144517,0.989528,0.976325
-0.0144454,0.994361,0.976325
-0.0144392,0.994361,0.976325
-0.0144329,0.994361,0.981127
-0.0144267,0.994361,0.981127
-0.0144204,0.989528,0.976325
-0.0144142,0.994361,0.981127
-0.0144079,0.989528,0.976325
-0.0144017,0.989528,0.976325
-0.0143954,0.994361,0.976325
-0.0143892,0.994361,0.976325
-0.0143829,0.989528,0.976325
-0.0143767,0.994361,0.976325
-0.0143704,0.994361,0.981127
-0.0143642,0.989528,0.976325
-0.0143579,0.994361,0.981127
-0.0143517,0.994361,0.981127
-0.0143454,0.989528,0.976325
-0.0143392,0.994361,0.981127
-0.0143329,0.989528,0.976325
-0.0143267,0.989528,0.981127
-0.0143204,0.994361,0.981127
-0.0143142,0.989528,0.976325
-0.0143079,0.989528,0.981127
-0.0143017,0.989528,0.981127
-0.0142954,0.994361,0.981127
-0.0142892,0.994361,0.981127
-0.0142829,0.989528,0.976325
-0.0142767,0.989528,0.976325
-0.0142704,0.994361,0.981127
-0.0142642,0.989528,0.976325
-0.0142579,0.989528,0.976325
-0.0142517,0.994361,0.981127
-0.0142454,0.989528,0.981127
-0.0142392,0.989528,0.981127
-0.0142329,0.994361,0.981127
-0.0142267,0.989528,0.981127
-0.0142204,0.989528,0.981127
-0.0142142,0.994361,0.981127
-0.0142079,0.994361,0.981127
-0.0142017,0.994361,0.981127
-0.0141954,0.994361,0.981127
-0.0141892,0.989528,0.981127
-0.0141829,0.994361,0.981127
-0.0141767,0.994361,0.981127
-0.0141704,0.994361,0.981127
-0.0141642,0.994361,0.981127
-0.0141579,0.994361,0.981127
-0.0141517,0.989528,0.981127
-0.0141454,0.989528,0.981127
-0.0141392,0.989528,0.981127
-0.0141329,0.989528,0.981127
-0.0141267,0.994361,0.981127
-0.0141204,0.989528,0.981127
-0.0141142,0.989528,0.981127
-0.0141079,0.994361,0.981127
-0.0141017,0.989528,0.981127
-0.0140954,0.989528,0.981127
-0.0140892,0.994361,0.981127
-0.0140829,0.989528,0.981127
-0.0140767,0.989528,0.981127
-0.0140704,0.994361,0.981127
-0.0140642,0.989528,0.981127
-0.0140579,0.989528,0.981127
-0.0140517,0.989528,0.981127
-0.0140454,0.994361,0.981127
-0.0140392,0.994361,0.981127
-0.0140329,0.994361,0.981127
-0.0140267,0.989528,0.981127
-0.0140204,0.994361,0.981127
-0.0140142,0.994361,0.981127
-0.0140079,0.989528,0.981127
-0.0140017,0.989528,0.981127
-0.0139954,0.994361,0.985929
-0.0139892,0.994361,0.985929
-0.0139829,0.994361,0.985929
-0.0139767,0.994361,0.981127
-0.0139704,0.994361,0.985929
-0.0139642,0.994361,0.985929
-0.0139579,0.994361,0.985929
-0.0139517,0.989528,0.981127
-0.0139454,0.994361,0.985929
-0.0139392,0.989528,0.981127
-0.0139329,0.994361,0.985929
-0.0139267,0.994361,0.985929
-0.0139204,0.989528,0.981127
-0.0139142,0.994361,0.981127
-0.0139079,0.989528,0.981127
-0.0139017,0.989528,0.981127
-0.0138954,0.994361,0.981127
-0.0138892,0.989528,0.981127
-0.0138829,0.994361,0.985929
-0.0138767,0.994361,0.985929
-0.0138704,0.989528,0.981127
-0.0138642,0.989528,0.981127
-0.0138579,0.994361,0.985929
-0.0138517,0.994361,0.985929
-0.0138454,0.989528,0.985929
-0.0138392,0.994361,0.985929
-0.0138329,0.989528,0.985929
-0.0138267,0.994361,0.985929
-0.0138204,0.989528,0.985929
-0.0138142,0.989528,0.981127
-0.0138079,0.994361,0.985929
-0.0138017,0.994361,0.985929
-0.0137954,0.989528,0.981127
-0.0137892,0.989528,0.985929
-0.0137829,0.989528,0.985929
-0.0137767,0.989528,0.981127
-0.0137704,0.989528,0.985929
-0.0137642,0.989528,0.985929
-0.0137579,0.994361,0.985929
-0.0137517,0.994361,0.985929
-0.0137454,0.994361,0.985929
-0.0137392,0.989528,0.985929
-0.0137329,0.994361,0.985929
-0.0137267,0.994361,0.985929
-0.0137204,0.994361,0.985929
-0.0137142,0.994361,0.985929
-0.0137079,0.989528,0.985929
-0.0137017,0.994361,0.985929
-0.0136954,0.994361,0.990731
-0.0136892,0.994361,0.985929
-0.0136829,0.989528,0.981127
-0.0136767,0.989528,0.985929
-0.0136704,0.989528,0.985929
-0.0136642,0.994361,0.985929
-0.0136579,0.994361,0.985929
-0.0136517,0.989528,0.985929
-0.0136454,0.994361,0.985929
-0.0136392,0.994361,0.985929
-0.0136329,0.994361,0.985929
-0.0136267,0.994361,0.985929
-0.0136204,0.994361,0.985929
-0.0136142,0.989528,0.985929
-0.0136079,0.989528,0.985929
-0.0136017,0.989528,0.981127
-0.0135954,0.989528,0.985929
-0.0135892,0.994361,0.985929
-0.0135829,0.989528,0.985929
-0.0135767,0.994361,0.985929
-0.0135704,0.989528,0.985929
-0.0135642,0.989528,0.985929
-0.0135579,0.994361,0.985929
-0.0135517,0.994361,0.985929
-0.0135454,0.989528,0.985929
-0.0135392,0.994361,0.985929
-0.0135329,0.994361,0.985929
-0.0135267,0.989528,0.985929
-0.0135204,0.994361,0.985929
-0.0135142,0.989528,0.985929
-0.0135079,0.994361,0.985929
-0.0135017,0.994361,0.990731
-0.0134954,0.994361,0.985929
-0.0134892,0.994361,0.985929
-0.0134829,0.994361,0.985929
-0.0134767,0.989528,0.985929
-0.0134704,0.989528,0.985929
-0.0134642,0.994361,0.985929
-0.0134579,0.994361,0.985929
-0.0134517,0.994361,0.985929
-0.0134454,0.989528,0.985929
-0.0134392,0.994361,0.985929
-0.0134329,0.994361,0.985929
-0.0134267,0.989528,0.985929
-0.0134204,0.994361,0.985929
-0.0134142,0.994361,0.985929
-0.0134079,0.994361,0.985929
-0.0134017,0.994361,0.985929
-0.0133954,0.994361,0.985929
-0.0133892,0.989528,0.985929
-0.0133829,0.989528,0.985929
-0.0133767,0.994361,0.990731
-0.0133704,0.994361,0.985929
-0.0133642,0.989528,0.985929
-0.0133579,0.994361,0.985929
-0.0133517,0.989528,0.985929
-0.0133454,0.994361,0.990731
-0.0133392,0.994361,0.990731
-0.0133329,0.989528,0.985929
-0.0133267,0.994361,0.990731
-0.0133204,0.994361,0.985929
-0.0133142,0.989528,0.985929
-0.0133079,0.994361,0.990731
-0.0133017,0.994361,0.990731
-0.0132954,0.989528,0.985929
-0.0132892,0.994361,0.990731
-0.0132829,0.989528,0.985929
-0.0132767,0.994361,0.990731
-0.0132704,0.994361,0.990731
-0.0132642,0.989528,0.990731
-0.0132579,0.989528,0.990731
-0.0132517,0.994361,0.990731
-0.0132454,0.989528,0.985929
-0.0132392,0.989528,0.985929
-0.0132329,0.994361,0.990731
-0.0132267,0.994361,0.990731
-0.0132204,0.994361,0.990731
-0.0132142,0.994361,0.990731
-0.0132079,0.989528,0.990731
-0.0132017,0.989528,0.985929
-0.0131954,0.989528,0.985929
-0.0131892,0.989528,0.985929
-0.0131829,0.994361,0.990731
-0.0131767,0.994361,0.990731
-0.0131704,0.989528,0.985929
-0.0131642,0.989528,0.985929
-0.0131579,0.994361,0.990731
-0.0131517,0.989528,0.985929
-0.0131454,0.994361,0.990731
-0.0131392,0.994361,0.990731
-0.0131329,0.994361,0.990731
-0.0131267,0.994361,0.990731
-0.0131204,0.989528,0.985929
-0.0131142,0.989528,0.990731
-0.0131079,0.994361,0.990731
-0.0131017,0.989528,0.990731
-0.0130954,0.994361,0.990731
-0.0130892,0.994361,0.990731
-0.0130829,0.989528,0.985929
-0.0130767,0.989528,0.985929
-0.0130704,0.994361,0.990731
-0.0130642,0.994361,0.990731
-0.0130579,0.994361,0.990731
-0.0130517,0.989528,0.990731
-0.0130454,0.989528,0.990731
-0.0130392,0.994361,0.990731
-0.0130329,0.994361,0.990731
-0.0130267,0.994361,0.990731
-0.0130204,0.994361,0.990731
-0.0130142,0.989528,0.990731
-0.0130079,0.989528,0.990731
-0.0130017,0.989528,0.990731
-0.0129954,0.994361,0.990731
-0.0129892,0.989528,0.990731
-0.0129829,0.994361,0.990731
-0.0129767,0.994361,0.990731
-0.0129704,0.989528,0.990731
-0.0129642,0.994361,0.990731
-0.0129579,0.989528,0.990731
-0.0129517,0.994361,0.990731
-0.0129454,0.994361,0.990731
-0.0129392,0.989528,0.990731
-0.0129329,0.994361,0.990731
-0.0129267,0.994361,0.990731
-0.0129204,0.994361,0.990731
-0.0129142,0.994361,0.990731
-0.0129079,0.994361,0.990731
-0.0129017,0.989528,0.990731
-0.0128954,0.994361,0.990731
-0.0128892,0.989528,0.990731
-0.0128829,0.989528,0.990731
-0.0128767,0.994361,0.990731
-0.0128704,0.989528,0.990731
-0.0128642,0.989528,0.990731
-0.0128579,0.994361,0.990731
-0.0128517,0.994361,0.990731
-0.0128454,0.994361,0.990731
-0.0128392,0.994361,0.990731
-0.0128329,0.989528,0.990731
-0.0128267,0.994361,0.990731
-0.0128204,0.994361,0.990731
-0.0128142,0.989528,0.990731
-0.0128079,0.989528,0.990731
-0.0128017,0.989528,0.990731
-0.0127954,0.989528,0.990731
-0.0127892,0.989528,0.990731
-0.0127829,0.994361,0.990731
-0.0127767,0.994361,0.990731
-0.0127704,0.994361,0.995533
-0.0127642,0.989528,0.990731
-0.0127579,0.989528,0.990731
-0.0127517,0.994361,0.990731
-0.0127454,0.989528,0.990731
-0.0127392,0.989528,0.990731
-0.0127329,0.994361,0.990731
-0.0127267,0.989528,0.990731
-0.0127204,0.994361,0.990731
-0.0127142,0.989528,0.990731
-0.0127079,0.989528,0.990731
-0.0127017,0.994361,0.990731
-0.0126954,0.994361,0.990731
-0.0126892,0.994361,0.990731
-0.0126829,0.989528,0.990731
-0.0126767,0.989528,0.990731
-0.0126704,0.989528,0.990731
-0.0126642,0.994361,0.990731
-0.0126579,0.994361,0.990731
-0.0126517,0.989528,0.990731
-0.0126454,0.994361,0.990731
-0.0126392,0.989528,0.990731
-0.0126329,0.989528,0.990731
-0.0126267,0.994361,0.990731
-0.0126204,0.994361,0.990731
-0.0126142,0.994361,0.990731
-0.0126079,0.994361,0.995533
-0.0126017,0.994361,0.995533
-0.0125954,0.994361,0.990731
-0.0125892,0.989528,0.990731
-0.0125829,0.989528,0.990731
-0.0125767,0.994361,0.990731
-0.0125704,0.994361,0.990731
-0.0125642,0.989528,0.990731
-0.0125579,0.994361,0.990731
-0.0125517,0.994361,0.990731
-0.0125454,0.989528,0.990731
-0.0125392,0.994361,0.995533
-0.0125329,0.994361,0.995533
-0.0125267,0.994361,0.990731
-0.0125204,0.994361,0.995533
-0.0125142,0.989528,0.990731
-0.0125079,0.989528,0.990731
-0.0125017,0.994361,0.995533
-0.0124954,0.994361,0.995533
-0.0124892,0.994361,0.990731
-0.0124829,0.994361,0.995533
-0.0124767,0.994361,0.990731
-0.0124704,0.989528,0.990731
-0.0124642,0.989528,0.990731
-0.0124579,0.989528,0.990731
-0.0124517,0.994361,0.990731
-0.0124454,0.994361,0.995533
-0.0124392,0.994361,0.990731
-0.0124329,0.994361,0.990731
-0.0124267,0.994361,0.995533
-0.0124204,0.989528,0.990731
-0.0124142,0.989528,0.990731
-0.0124079,0.994361,0.995533
-0.0124017,0.989528,0.990731
-0.0123954,0.989528,0.990731
-0.0123892,0.989528,0.990731
-0.0123829,0.989528,0.990731
-0.0123767,0.994361,0.990731
-0.0123704,0.989528,0.990731
-0.0123642,0.989528,0.990731
-0.0123579,0.994361,0.995533
-0.0123517,0.989528,0.990731
-0.0123454,0.994361,0.995533
-0.0123392,0.994361,0.995533
-0.0123329,0.989528,0.990731
-0.0123267,0.989528,0.990731
-0.0123204,0.994361,0.990731
-0.0123142,0.989528,0.990731
-0.0123079,0.994361,0.995533
-0.0123017,0.989528,0.990731
-0.0122954,0.989528,0.990731
-0.0122892,0.989528,0.990731
-0.0122829,0.989528,0.990731
-0.0122767,0.994361,0.995533
-0.0122704,0.994361,0.995533
-0.0122642,0.989528,0.995533
-0.0122579,0.994361,0.995533
-0.0122517,0.994361,0.995533
-0.0122454,0.989528,0.995533
-0.0122392,0.989528,0.990731
-0.0122329,0.994361,0.995533
-0.0122267,0.989528,0.990731
-0.0122204,0.989528,0.995533
-0.0122142,0.994361,0.995533
-0.0122079,0.994361,0.995533
-0.0122017,0.994361,0.995533
-0.0121954,0.994361,0.995533
-0.0121892,0.989528,0.990731
-0.0121829,0.994361,0.995533
-0.0121767,0.994361,0.995533
-0.0121704,0.989528,0.995533
-0.0121642,0.994361,0.995533
-0.0121579,0.989528,0.995533
-0.0121517,0.989528,0.990731
-0.0121454,0.994361,0.995533
-0.0121392,0.994361,0.995533
-0.0121329,0.989528,0.995533
-0.0121267,0.989528,0.995533
-0.0121204,0.989528,0.990731
-0.0121142,0.989528,0.990731
-0.0121079,0.994361,0.995533
-0.0121017,0.989528,0.995533
-0.0120954,0.994361,0.995533
-0.0120892,0.994361,0.995533
-0.0120829,0.989528,0.990731
-0.0120767,0.989528,0.995533
-0.0120704,0.994361,0.995533
-0.0120642,0.989528,0.995533
-0.0120579,0.989528,0.995533
-0.0120517,0.994361,0.995533
-0.0120454,0.994361,0.995533
-0.0120392,0.994361,0.995533
-0.0120329,0.994361,0.995533
-0.0120267,0.989528,0.995533
-0.0120204,0.989528,0.995533
-0.0120142,0.994361,0.995533
-0.0120079,0.994361,0.995533
-0.0120017,0.989528,0.995533
-0.0119954,0.989528,0.990731
-0.0119892,0.994361,0.995533
-0.0119829,0.994361,0.995533
-0.0119767,0.989528,0.995533
-0.0119704,0.989528,0.995533
-0.0119642,0.994361,0.995533
-0.0119579,0.989528,0.995533
-0.0119517,0.989528,0.995533
-0.0119454,0.994361,0.995533
-0.0119392,0.994361,0.995533
-0.0119329,0.994361,0.995533
-0.0119267,0.994361,0.995533
-0.0119204,0.989528,0.990731
-0.0119142,0.989528,0.995533
-0.0119079,0.989528,0.995533
-0.0119017,0.989528,0.995533
-0.0118954,0.994361,0.995533
-0.0118892,0.989528,0.995533
-0.0118829,0.989528,0.990731
-0.0118767,0.994361,0.995533
-0.0118704,0.989528,0.995533
-0.0118642,0.989528,0.995533
-0.0118579,0.994361,0.995533
-0.0118517,0.989528,0.995533
-0.0118454,0.989528,0.995533
-0.0118392,0.989528,0.995533
-0.0118329,0.994361,0.995533
-0.0118267,0.994361,0.995533
-0.0118204,0.994361,0.995533
-0.0118142,0.989528,0.995533
-0.0118079,0.989528,0.995533
-0.0118017,0.989528,0.995533
-0.0117954,0.989528,0.990731
-0.0117892,0.989528,0.995533
-0.0117829,0.994361,0.995533
-0.0117767,0.989528,0.995533
-0.0117704,0.994361,0.995533
-0.0117642,0.989528,0.995533
-0.0117579,0.994361,0.995533
-0.0117517,0.994361,0.995533
-0.0117454,0.994361,0.995533
-0.0117392,0.994361,0.995533
-0.0117329,0.994361,0.995533
-0.0117267,0.989528,0.995533
-0.0117204,0.989528,0.995533
-0.0117142,0.994361,0.995533
-0.0117079,0.994361,0.995533
-0.0117017,0.989528,0.995533
-0.0116954,0.994361,0.995533
-0.0116892,0.989528,0.995533
-0.0116829,0.994361,0.995533
-0.0116767,0.994361,0.995533
-0.0116704,0.989528,0.995533
-0.0116642,0.989528,0.995533
-0.0116579,0.994361,0.995533
-0.0116517,0.989528,0.995533
-0.0116454,0.994361,0.995533
-0.0116392,0.989528,0.995533
-0.0116329,0.994361,0.995533
-0.0116267,0.994361,0.995533
-0.0116204,0.994361,0.995533
-0.0116142,0.994361,0.995533
-0.0116079,0.994361,0.995533
-0.0116017,0.994361,0.995533
-0.0115954,0.994361,0.995533
-0.0115892,0.994361,0.995533
-0.0115829,0.989528,0.995533
-0.0115767,0.994361,0.995533
-0.0115704,0.994361,0.995533
-0.0115642,0.989528,0.995533
-0.0115579,0.994361,0.995533
-0.0115517,0.989528,0.995533
-0.0115454,0.994361,0.995533
-0.0115392,0.994361,0.995533
-0.0115329,0.989528,0.995533
-0.0115267,0.989528,0.990731
-0.0115204,0.989528,0.995533
-0.0115142,0.989528,0.995533
-0.0115079,0.989528,0.995533
-0.0115017,0.994361,0.995533
-0.0114954,0.989528,0.995533
-0.0114892,0.989528,0.995533
-0.0114829,0.994361,0.995533
-0.0114767,0.989528,0.990731
-0.0114704,0.989528,0.995533
-0.0114642,0.994361,0.995533
-0.0114579,0.994361,0.995533
-0.0114517,0.994361,0.995533
-0.0114454,0.994361,0.995533
-0.0114392,0.994361,0.995533
-0.0114329,0.994361,0.995533
-0.0114267,0.994361,0.995533
-0.0114204,0.989528,0.995533
-0.0114142,0.989528,0.995533
-0.0114079,0.994361,0.995533
-0.0114017,0.989528,0.995533
-0.0113954,0.989528,0.995533
-0.0113892,0.989528,0.995533
-0.0113829,0.989528,0.995533
-0.0113767,0.994361,1.00034
-0.0113704,0.989528,0.995533
-0.0113642,0.989528,0.995533
-0.0113579,0.994361,0.995533
-0.0113517,0.989528,0.995533
-0.0113454,0.989528,0.995533
-0.0113392,0.989528,0.995533
-0.0113329,0.989528,0.990731
-0.0113267,0.994361,0.995533
-0.0113204,0.994361,0.995533
-0.0113142,0.994361,0.995533
-0.0113079,0.994361,0.995533
-0.0113017,0.994361,0.995533
-0.0112954,0.989528,0.995533
-0.0112892,0.994361,0.995533
-0.0112829,0.989528,0.995533
-0.0112767,0.989528,0.995533
-0.0112704,0.989528,0.995533
-0.0112642,0.994361,0.995533
-0.0112579,0.989528,0.995533
-0.0112517,0.989528,0.995533
-0.0112454,0.994361,0.995533
-0.0112392,0.994361,0.995533
-0.0112329,0.994361,0.995533
-0.0112267,0.994361,0.995533
-0.0112204,0.989528,0.995533
-0.0112142,0.989528,0.995533
-0.0112079,0.989528,0.995533
-0.0112017,0.989528,0.995533
-0.0111954,0.994361,0.995533
-0.0111892,0.994361,0.995533
-0.0111829,0.994361,1.00034
-0.0111767,0.994361,0.995533
-0.0111704,0.994361,0.995533
-0.0111642,0.994361,0.995533
-0.0111579,0.994361,0.995533
-0.0111517,0.989528,0.995533
-0.0111454,0.994361,0.995533
-0.0111392,0.994361,0.995533
-0.0111329,0.994361,0.995533
-0.0111267,0.994361,0.995533
-0.0111204,0.989528,0.995533
-0.0111142,0.989528,0.995533
-0.0111079,0.994361,0.995533
-0.0111017,0.994361,0.995533
-0.0110954,0.989528,0.995533
-0.0110892,0.994361,0.995533
-0.0110829,0.989528,0.995533
-0.0110767,0.989528,0.995533
-0.0110704,0.989528,0.995533
-0.0110642,0.994361,0.995533
-0.0110579,0.989528,0.995533
-0.0110517,0.989528,0.995533
-0.0110454,0.989528,0.995533
-0.0110392,0.989528,0.995533
-0.0110329,0.989528,0.995533
-0.0110267,0.989528,0.995533
-0.0110204,0.994361,0.995533
-0.0110142,0.989528,0.995533
-0.0110079,0.989528,0.995533
-0.0110017,0.994361,0.995533
-0.0109954,0.989528,0.995533
-0.0109892,0.989528,0.995533
-0.0109829,0.989528,0.995533
-0.0109767,0.989528,0.995533
-0.0109704,0.994361,1.00034
-0.0109642,0.994361,0.995533
-0.0109579,0.989528,0.995533
-0.0109517,0.989528,0.995533
-0.0109454,0.994361,1.00034
-0.0109392,0.989528,0.995533
-0.0109329,0.994361,0.995533
-0.0109267,0.994361,0.995533
-0.0109204,0.994361,0.995533
-0.0109142,0.994361,0.995533
-0.0109079,0.989528,0.995533
-0.0109017,0.989528,0.995533
-0.0108954,0.994361,0.995533
-0.0108892,0.989528,0.995533
-0.0108829,0.994361,0.995533
-0.0108767,0.994361,1.00034
-0.0108704,0.989528,0.995533
-0.0108642,0.994361,0.995533
-0.0108579,0.994361,0.995533
-0.0108517,0.989528,0.995533
-0.0108454,0.989528,0.995533
-0.0108392,0.994361,0.995533
-0.0108329,0.989528,0.995533
-0.0108267,0.989528,0.995533
-0.0108204,0.989528,0.995533
-0.0108142,0.989528,0.995533
-0.0108079,0.994361,0.995533
-0.0108017,0.989528,0.995533
-0.0107954,0.989528,0.995533
-0.0107892,0.994361,0.995533
-0.0107829,0.994361,0.995533
-0.0107767,0.994361,0.995533
-0.0107704,0.994361,0.995533
-0.0107642,0.994361,0.995533
-0.0107579,0.994361,0.995533
-0.0107517,0.989528,0.995533
-0.0107454,0.989528,0.995533
-0.0107392,0.994361,1.00034
-0.0107329,0.994361,1.00034
-0.0107267,0.989528,0.995533
-0.0107204,0.989528,0.995533
-0.0107142,0.994361,0.995533
-0.0107079,0.989528,0.995533
-0.0107017,0.989528,0.995533
-0.0106954,0.989528,0.995533
-0.0106892,0.989528,0.995533
-0.0106829,0.989528,0.995533
-0.0106767,0.989528,0.995533
-0.0106704,0.989528,0.995533
-0.0106642,0.994361,0.995533
-0.0106579,0.994361,1.00034
-0.0106517,0.994361,1.00034
-0.0106454,0.994361,1.00034
-0.0106392,0.989528,0.995533
-0.0106329,0.989528,0.995533
-0.0106267,0.994361,0.995533
-0.0106204,0.989528,0.995533
-0.0106142,0.989528,0.995533
-0.0106079,0.989528,0.995533
-0.0106017,0.989528,0.995533
-0.0105954,0.994361,1.00034
-0.0105892,0.989528,0.995533
-0.0105829,0.989528,0.995533
-0.0105767,0.994361,0.995533
-0.0105704,0.989528,0.995533
-0.0105642,0.989528,0.995533
